ward_id,date,water_liters_day,sewage_liters_day
W19,2021-04-01,3235647,2569970
W19,2021-05-01,3388358,2722069
W19,2021-06-01,3373751,2692708
W19,2021-07-01,3588500,2860140
W19,2021-08-01,3455765,2766437
W19,2021-09-01,3317186,2606640
W19,2021-10-01,3238982,2546163
W19,2021-11-01,3062168,2440267
W19,2021-12-01,2956563,2367548
W19,2022-01-01,2948701,2328175
W19,2022-02-01,3047405,2408740
W19,2022-03-01,3017471,2368891
W19,2022-04-01,3174902,2525736
W19,2022-05-01,3364183,2677174
W19,2022-06-01,3537853,2818615
W19,2022-07-01,3680288,2965567
W19,2022-08-01,3490568,2791202
W19,2022-09-01,3414956,2782289
W19,2022-10-01,3257914,2611683
W19,2022-11-01,3070778,2489802
W19,2022-12-01,2937159,2380826
W19,2023-01-01,2936040,2304435
W19,2023-02-01,2972279,2411476
W19,2023-03-01,3230584,2554934
W19,2023-04-01,3288546,2601910
W19,2023-05-01,3449893,2776649
W19,2023-06-01,3636997,2952035
W19,2023-07-01,3782022,3047668
W19,2023-08-01,3628453,2860070
W19,2023-09-01,3442828,2787409
W19,2023-10-01,3289032,2642629
W19,2023-11-01,3261691,2631558
W19,2023-12-01,3093198,2452325
W19,2024-01-01,3158477,2562317
W19,2024-02-01,3123491,2470627
W19,2024-03-01,3218009,2576533
W19,2024-04-01,3453498,2772135
W19,2024-05-01,3493080,2850290
W19,2024-06-01,3829212,3104955
W19,2024-07-01,3784786,3039186
W19,2024-08-01,3676383,2962801
W19,2024-09-01,3595534,2857590
W19,2024-10-01,3382100,2686755
W19,2024-11-01,3213073,2586511
W19,2024-12-01,3216147,2588506
W20,2018-01-01,3251678,2574320
W20,2018-02-01,3208992,2603886
W20,2018-03-01,3492550,2783322
W20,2018-04-01,3570161,2814993
W20,2018-05-01,3681790,2945122
W20,2018-06-01,3873704,3149403
W20,2018-07-01,3947428,3187846
W20,2018-08-01,3941336,3215468
W20,2018-09-01,3861548,3069859
W20,2018-10-01,3655437,2946144
W20,2018-11-01,3457224,2763095
W20,2018-12-01,3383826,2691739
W20,2019-01-01,3289600,2596941
W20,2019-02-01,3411034,2735185
W20,2019-03-01,3471004,2773558
W20,2019-04-01,3752938,3029394
W20,2019-05-01,3898193,3170026
W20,2019-06-01,4127638,3354890
W20,2019-07-01,4107115,3249189
W20,2019-08-01,3953114,3209477
W20,2019-09-01,3865900,3140576
W20,2019-10-01,3670979,2946835
W20,2019-11-01,3506847,2762585
W20,2019-12-01,3288589,2645015
W20,2020-01-01,3429199,2756599
W20,2020-02-01,3457783,2732428
W20,2020-03-01,3520177,2836497
W20,2020-04-01,3798737,3028427
W20,2020-05-01,4070139,3210627
W20,2020-06-01,4242059,3372290
W20,2020-07-01,4293072,3488426
W20,2020-08-01,4240650,3344105
W20,2020-09-01,4068119,3212884
W20,2020-10-01,3696576,2937462
W20,2020-11-01,3707534,2943890
W20,2020-12-01,3371705,2692191
W20,2021-01-01,3437076,2779747
W20,2021-02-01,3566393,2814133
W20,2021-03-01,3755596,3038098
W20,2021-04-01,3800323,3032197
W20,2021-05-01,4063799,3241810
W20,2021-06-01,4217622,3307246
W20,2021-07-01,4284088,3458891
W20,2021-08-01,4337397,3524327
W20,2021-09-01,4143977,3319297
W20,2021-10-01,3774323,2959567
W20,2021-11-01,3744163,2962533
W20,2021-12-01,3630446,2882527
W20,2022-01-01,3500054,2800417
W20,2022-02-01,3596567,2827222
W20,2022-03-01,3681560,2998081
W20,2022-04-01,3973380,3181284
W20,2022-05-01,4189164,3342439
W20,2022-06-01,4377446,3450659
W20,2022-07-01,4512761,3608791
W20,2022-08-01,4393897,3467998
W20,2022-09-01,4285236,3470974
W20,2022-10-01,3868970,3061045
W20,2022-11-01,3894828,3079867
W20,2022-12-01,3534516,2828137
W20,2023-01-01,3592066,2897919
W20,2023-02-01,3795247,3021040
W20,2023-03-01,3911999,3163555
W20,2023-04-01,4113683,3303310
W20,2023-05-01,4171397,3284807
W20,2023-06-01,4526641,3555874
W20,2023-07-01,4388316,3502833
W20,2023-08-01,4336946,3435241
W20,2023-09-01,4339622,3430800
W20,2023-10-01,4129022,3238382
W20,2023-11-01,3860920,3039437
W20,2023-12-01,3734416,3002207
W20,2024-01-01,3812410,3040025
W20,2024-02-01,3914556,3133096
W20,2024-03-01,4004401,3175677
W20,2024-04-01,4257115,3405384
W20,2024-05-01,4423624,3578246
W20,2024-06-01,4638546,3781064
W20,2024-07-01,4564912,3638747
W20,2024-08-01,4455406,3571188
W20,2024-09-01,4503089,3629591
W20,2024-10-01,4180745,3309077
W20,2024-11-01,3860073,3037291
W20,2024-12-01,3733755,2995864
